"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"2901","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","117","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2902","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","127","49","AvoidNonRestrictiveQueries","Avoid SOQL queries without a where or limit statement","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoidnonrestrictivequeries","Performance","pmd"
"2903","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","127","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2904","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","128","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2905","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","128","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2906","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","143","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2907","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","143","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2908","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","144","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2909","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","144","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2910","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","148","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2911","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","151","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2912","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","151","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2913","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","160","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2914","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","160","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2915","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","180","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2916","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","180","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2917","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","187","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2918","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","187","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2919","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","198","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2920","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","198","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2921","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","207","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2922","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","207","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2923","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","209","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2924","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","209","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2925","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","215","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2926","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","215","36","FormalParameterNamingConventions","The method parameter name 'Value' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"2927","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","218","13","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"2928","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","218","13","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"2929","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","240","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2930","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","262","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2931","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","264","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2932","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","265","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2933","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","265","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2934","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","276","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2935","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","279","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2936","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","283","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2937","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","287","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2938","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","291","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2939","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","295","23","FieldDeclarationsShouldBeAtStart","Field declaration for 'lastModifiedDate' should be before method declarations in its class","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"2940","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","296","23","FieldDeclarationsShouldBeAtStart","Field declaration for 'extension' should be before method declarations in its class","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"2941","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","299","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2942","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","305","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2943","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","309","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2944","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","313","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2945","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","332","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2946","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadControllerTest.cls","11","17","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"2947","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFPricesMock.cls","9","8","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"2948","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFPricesMock.cls","10","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2949","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFToApex.cls","12","21","TooManyFields","Too many fields","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"2950","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFToApex.cls","13","16","FieldNamingConventions","The instance field name 'TPA_Acronym' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"2951","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFToApex.cls","14","16","FieldNamingConventions","The instance field name 'NTW_Acronym' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
